Date,Close
2022-07-18 23:00:28.956464,100.0
2022-07-19 23:00:28.956464,100.03615310838397
2022-07-20 23:00:28.956464,100.7399526894108
2022-07-21 23:00:28.956464,101.36419337054005
2022-07-22 23:00:28.956464,101.35400804611054
2022-07-25 23:00:28.956464,101.67852005980667
2022-07-26 23:00:28.956464,100.88445886797982
2022-07-27 23:00:28.956464,99.93528554276902
2022-07-28 23:00:28.956464,100.47975505552583
2022-07-29 23:00:28.956464,100.58621608266951
2022-08-01 23:00:28.956464,100.37268439589167
2022-08-02 23:00:28.956464,100.75582323907489
2022-08-03 23:00:28.956464,101.65552162580366
2022-08-04 23:00:28.956464,102.4813023156157
2022-08-05 23:00:28.956464,103.3005394281605
2022-08-08 23:00:28.956464,103.64129556986444
2022-08-09 23:00:28.956464,104.15315490592464
2022-08-10 23:00:28.956464,103.18796447138973
2022-08-11 23:00:28.956464,103.9051203889476
2022-08-12 23:00:28.956464,104.37332096606005
2022-08-15 23:00:28.956464,104.48910685910234
2022-08-16 23:00:28.956464,104.24528990226206
2022-08-17 23:00:28.956464,104.59920636709447
2022-08-18 23:00:28.956464,104.08449299432978
2022-08-19 23:00:28.956464,104.87893963286285
2022-08-22 23:00:28.956464,104.11290040706068
2022-08-23 23:00:28.956464,103.35863121578946
2022-08-24 23:00:28.956464,102.57253608520713
2022-08-25 23:00:28.956464,101.95203408097264
2022-08-26 23:00:28.956464,101.26188157197795
2022-08-29 23:00:28.956464,101.73864259214498
2022-08-30 23:00:28.956464,100.85186892853424
2022-08-31 23:00:28.956464,100.4365693220085
2022-09-01 23:00:28.956464,100.88246437136932
2022-09-02 23:00:28.956464,101.12847501297843
2022-09-05 23:00:28.956464,102.03963911322896
2022-09-06 23:00:28.956464,102.55353693883043
2022-09-07 23:00:28.956464,102.95141218576953
2022-09-08 23:00:28.956464,102.9524241697776
2022-09-09 23:00:28.956464,103.68388536110976
2022-09-12 23:00:28.956464,102.88257767028647
2022-09-13 23:00:28.956464,102.63659497826268
2022-09-14 23:00:28.956464,102.1251380816173
2022-09-15 23:00:28.956464,102.0414378789658
2022-09-16 23:00:28.956464,103.01139944241626
2022-09-19 23:00:28.956464,102.77427898139324
2022-09-20 23:00:28.956464,103.34279228742942
2022-09-21 23:00:28.956464,104.11851574051636
2022-09-22 23:00:28.956464,103.11967549400087
2022-09-23 23:00:28.956464,103.28893543168105
2022-09-26 23:00:28.956464,102.52393973128001
2022-09-27 23:00:28.956464,101.98493527230801
2022-09-28 23:00:28.956464,102.5151007127806
2022-09-29 23:00:28.956464,102.4186918928593
2022-09-30 23:00:28.956464,101.647758230908
2022-10-03 23:00:28.956464,100.79381377541739
2022-10-04 23:00:28.956464,100.85739992850638
2022-10-05 23:00:28.956464,100.96951738755158
2022-10-06 23:00:28.956464,100.59623962759709
2022-10-07 23:00:28.956464,101.02726894388181
2022-10-10 23:00:28.956464,101.09116781768206
2022-10-11 23:00:28.956464,101.02343862870141
2022-10-12 23:00:28.956464,100.26071254009986
2022-10-13 23:00:28.956464,100.2717038852271
2022-10-14 23:00:28.956464,99.47278783438979
2022-10-17 23:00:28.956464,99.24752668027384
2022-10-18 23:00:28.956464,98.65655245725569
2022-10-19 23:00:28.956464,98.96396660388245
2022-10-20 23:00:28.956464,99.75612924635547
2022-10-21 23:00:28.956464,100.72796634581103
2022-10-24 23:00:28.956464,100.22381317070878
2022-10-25 23:00:28.956464,100.8314322702282
2022-10-26 23:00:28.956464,99.85523796858827
2022-10-27 23:00:28.956464,100.21250717346267
2022-10-28 23:00:28.956464,100.18272896876964
2022-10-31 23:00:28.956464,101.15471642303827
2022-11-01 23:00:28.956464,100.83849641254646
2022-11-02 23:00:28.956464,100.11515542286125
2022-11-03 23:00:28.956464,100.94243675706215
2022-11-04 23:00:28.956464,101.26992457240868
2022-11-07 23:00:28.956464,102.25410012141322
2022-11-08 23:00:28.956464,102.0857774935531
2022-11-09 23:00:28.956464,101.42732948455254
2022-11-10 23:00:28.956464,101.7886875712089
2022-11-11 23:00:28.956464,101.19415887559968
2022-11-14 23:00:28.956464,101.40358654266285
2022-11-15 23:00:28.956464,101.6986621492038
2022-11-16 23:00:28.956464,100.96020549834
2022-11-17 23:00:28.956464,101.10330792517968
